id,future_i18n_key,english,spanish
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L630,COSMETICS.LINK_HAIR9,Link_Hair9,Link_Hair9
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L631,COSMETICS.LINK_HAIR10,Link_Hair10,Link_Hair10
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L632,COSMETICS.LINK_HAIR11,Link_Hair11,Link_Hair11
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L633,COSMETICS.LINK_HAIR12,Link_Hair12,Link_Hair12
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L634,COSMETICS.LINK_HAIR13,Link_Hair13,Link_Hair13
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L635,COSMETICS.LINK_HAIR14,Link_Hair14,Link_Hair14
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L642,COSMETICS.LINK_LINEN1,Link_Linen1,Link_Linen1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L644,COSMETICS.LINK_LINEN2,Link_Linen2,Link_Linen2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L646,COSMETICS.LINK_LINEN3,Link_Linen3,Link_Linen3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L648,COSMETICS.LINK_LINEN4,Link_Linen4,Link_Linen4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L650,COSMETICS.LINK_LINEN5,Link_Linen5,Link_Linen5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L652,COSMETICS.LINK_LINEN6,Link_Linen6,Link_Linen6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L654,COSMETICS.LINK_LINEN7,Link_Linen7,Link_Linen7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L656,COSMETICS.LINK_LINEN8,Link_Linen8,Link_Linen8
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L658,COSMETICS.LINK_LINEN9,Link_Linen9,Link_Linen9
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L660,COSMETICS.LINK_LINEN10,Link_Linen10,Link_Linen10
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L662,COSMETICS.LINK_LINEN11,Link_Linen11,Link_Linen11
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L664,COSMETICS.LINK_LINEN12,Link_Linen12,Link_Linen12
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L666,COSMETICS.LINK_LINEN13,Link_Linen13,Link_Linen13
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L668,COSMETICS.LINK_LINEN14,Link_Linen14,Link_Linen14
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L670,COSMETICS.LINK_LINEN15,Link_Linen15,Link_Linen15
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L672,COSMETICS.LINK_LINEN16,Link_Linen16,Link_Linen16
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L674,COSMETICS.LINK_LINEN17,Link_Linen17,Link_Linen17
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L676,COSMETICS.LINK_LINEN18,Link_Linen18,Link_Linen18
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L678,COSMETICS.LINK_LINEN19,Link_Linen19,Link_Linen19
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L680,COSMETICS.LINK_LINEN20,Link_Linen20,Link_Linen20
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L682,COSMETICS.LINK_LINEN21,Link_Linen21,Link_Linen21
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L684,COSMETICS.LINK_LINEN22,Link_Linen22,Link_Linen22
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L688,COSMETICS.LINK_LINEN23,Link_Linen23,Link_Linen23
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L690,COSMETICS.LINK_LINEN24,Link_Linen24,Link_Linen24
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L692,COSMETICS.LINK_LINEN25,Link_Linen25,Link_Linen25
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L694,COSMETICS.LINK_LINEN26,Link_Linen26,Link_Linen26
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L696,COSMETICS.LINK_LINEN27,Link_Linen27,Link_Linen27
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L698,COSMETICS.LINK_LINEN28,Link_Linen28,Link_Linen28
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L700,COSMETICS.LINK_LINEN29,Link_Linen29,Link_Linen29
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L702,COSMETICS.LINK_LINEN30,Link_Linen30,Link_Linen30
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L704,COSMETICS.LINK_LINEN31,Link_Linen31,Link_Linen31
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L706,COSMETICS.LINK_LINEN32,Link_Linen32,Link_Linen32
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L708,COSMETICS.LINK_LINEN33,Link_Linen33,Link_Linen33
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L716,COSMETICS.LINK_BOOTS1,Link_Boots1,Link_Boots1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L718,COSMETICS.LINK_BOOTS2,Link_Boots2,Link_Boots2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L720,COSMETICS.LINK_BOOTS3,Link_Boots3,Link_Boots3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L722,COSMETICS.LINK_BOOTS4,Link_Boots4,Link_Boots4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L726,COSMETICS.LINK_BOOTS5,Link_Boots5,Link_Boots5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L727,COSMETICS.LINK_BOOTS6,Link_Boots6,Link_Boots6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L728,COSMETICS.LINK_BOOTS7,Link_Boots7,Link_Boots7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L729,COSMETICS.LINK_BOOTS8,Link_Boots8,Link_Boots8
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L730,COSMETICS.LINK_BOOTS9,Link_Boots9,Link_Boots9
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L731,COSMETICS.LINK_BOOTS10,Link_Boots10,Link_Boots10
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L732,COSMETICS.LINK_BOOTS11,Link_Boots11,Link_Boots11
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L733,COSMETICS.LINK_BOOTS12,Link_Boots12,Link_Boots12
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L734,COSMETICS.LINK_BOOTS13,Link_Boots13,Link_Boots13
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L735,COSMETICS.LINK_BOOTS14,Link_Boots14,Link_Boots14
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L736,COSMETICS.LINK_BOOTS15,Link_Boots15,Link_Boots15
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L737,COSMETICS.LINK_BOOTS16,Link_Boots16,Link_Boots16
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L738,COSMETICS.LINK_BOOTS17,Link_Boots17,Link_Boots17
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L739,COSMETICS.LINK_BOOTS18,Link_Boots18,Link_Boots18
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L740,COSMETICS.LINK_BOOTS19,Link_Boots19,Link_Boots19
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L741,COSMETICS.LINK_BOOTS20,Link_Boots20,Link_Boots20
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L742,COSMETICS.LINK_BOOTS21,Link_Boots21,Link_Boots21
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L743,COSMETICS.LINK_BOOTS22,Link_Boots22,Link_Boots22
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L744,COSMETICS.LINK_BOOTS23,Link_Boots23,Link_Boots23
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L745,COSMETICS.LINK_BOOTS24,Link_Boots24,Link_Boots24
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L746,COSMETICS.LINK_BOOTS25,Link_Boots25,Link_Boots25
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L747,COSMETICS.LINK_BOOTS26,Link_Boots26,Link_Boots26
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L748,COSMETICS.LINK_BOOTS27,Link_Boots27,Link_Boots27
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L749,COSMETICS.LINK_BOOTS28,Link_Boots28,Link_Boots28
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L756,COSMETICS.MIRRORSHIELD_BODY1,MirrorShield_Body1,MirrorShield_Body1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L758,COSMETICS.MIRRORSHIELD_BODY2,MirrorShield_Body2,MirrorShield_Body2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L760,COSMETICS.MIRRORSHIELD_BODY3,MirrorShield_Body3,MirrorShield_Body3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L762,COSMETICS.MIRRORSHIELD_BODY4,MirrorShield_Body4,MirrorShield_Body4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L764,COSMETICS.MIRRORSHIELD_BODY5,MirrorShield_Body5,MirrorShield_Body5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L766,COSMETICS.MIRRORSHIELD_BODY6,MirrorShield_Body6,MirrorShield_Body6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L768,COSMETICS.MIRRORSHIELD_BODY7,MirrorShield_Body7,MirrorShield_Body7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L770,COSMETICS.MIRRORSHIELD_BODY8,MirrorShield_Body8,MirrorShield_Body8
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L776,COSMETICS.MIRRORSHIELD_MIRROR1,MirrorShield_Mirror1,MirrorShield_Mirror1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L778,COSMETICS.MIRRORSHIELD_MIRROR2,MirrorShield_Mirror2,MirrorShield_Mirror2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L780,COSMETICS.MIRRORSHIELD_MIRROR3,MirrorShield_Mirror3,MirrorShield_Mirror3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L782,COSMETICS.MIRRORSHIELD_MIRROR4,MirrorShield_Mirror4,MirrorShield_Mirror4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L784,COSMETICS.MIRRORSHIELD_MIRROR5,MirrorShield_Mirror5,MirrorShield_Mirror5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L786,COSMETICS.MIRRORSHIELD_MIRROR6,MirrorShield_Mirror6,MirrorShield_Mirror6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L788,COSMETICS.MIRRORSHIELD_MIRROR7,MirrorShield_Mirror7,MirrorShield_Mirror7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L790,COSMETICS.MIRRORSHIELD_MIRROR8,MirrorShield_Mirror8,MirrorShield_Mirror8
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L796,COSMETICS.MIRRORSHIELD_EMBLEM1,MirrorShield_Emblem1,MirrorShield_Emblem1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L798,COSMETICS.MIRRORSHIELD_EMBLEM2,MirrorShield_Emblem2,MirrorShield_Emblem2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L800,COSMETICS.MIRRORSHIELD_EMBLEM3,MirrorShield_Emblem3,MirrorShield_Emblem3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L802,COSMETICS.MIRRORSHIELD_EMBLEM4,MirrorShield_Emblem4,MirrorShield_Emblem4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L804,COSMETICS.MIRRORSHIELD_EMBLEM5,MirrorShield_Emblem5,MirrorShield_Emblem5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L806,COSMETICS.MIRRORSHIELD_EMBLEM6,MirrorShield_Emblem6,MirrorShield_Emblem6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L808,COSMETICS.MIRRORSHIELD_EMBLEM7,MirrorShield_Emblem7,MirrorShield_Emblem7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L810,COSMETICS.MIRRORSHIELD_EMBLEM8,MirrorShield_Emblem8,MirrorShield_Emblem8
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L817,COSMETICS.SWORDS_KOKIRIBLADE1,Swords_KokiriBlade1,Swords_KokiriBlade1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L819,COSMETICS.SWORDS_KOKIRIBLADE2,Swords_KokiriBlade2,Swords_KokiriBlade2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L821,COSMETICS.SWORDS_KOKIRIBLADE3,Swords_KokiriBlade3,Swords_KokiriBlade3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L823,COSMETICS.SWORDS_KOKIRIBLADE4,Swords_KokiriBlade4,Swords_KokiriBlade4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L830,COSMETICS.SWORDS_KOKIRIHILT1,Swords_KokiriHilt1,Swords_KokiriHilt1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L832,COSMETICS.SWORDS_KOKIRIHILT2,Swords_KokiriHilt2,Swords_KokiriHilt2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L833,COSMETICS.SWORDS_KOKIRIHILT3,Swords_KokiriHilt3,Swords_KokiriHilt3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L835,COSMETICS.SWORDS_KOKIRIHILT4,Swords_KokiriHilt4,Swords_KokiriHilt4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L837,COSMETICS.SWORDS_KOKIRIHILT5,Swords_KokiriHilt5,Swords_KokiriHilt5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L838,COSMETICS.SWORDS_KOKIRIHILT6,Swords_KokiriHilt6,Swords_KokiriHilt6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L840,COSMETICS.SWORDS_KOKIRIHILT7,Swords_KokiriHilt7,Swords_KokiriHilt7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L842,COSMETICS.SWORDS_KOKIRIHILT8,Swords_KokiriHilt8,Swords_KokiriHilt8
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L843,COSMETICS.SWORDS_KOKIRIHILT9,Swords_KokiriHilt9,Swords_KokiriHilt9
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L845,COSMETICS.SWORDS_KOKIRIHILT10,Swords_KokiriHilt10,Swords_KokiriHilt10
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L847,COSMETICS.SWORDS_KOKIRIHILT11,Swords_KokiriHilt11,Swords_KokiriHilt11
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L849,COSMETICS.SWORDS_KOKIRIHILT12,Swords_KokiriHilt12,Swords_KokiriHilt12
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L853,COSMETICS.SWORDS_KOKIRIHILT13,Swords_KokiriHilt13,Swords_KokiriHilt13
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L854,COSMETICS.SWORDS_KOKIRIHILT14,Swords_KokiriHilt14,Swords_KokiriHilt14
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L856,COSMETICS.SWORDS_KOKIRIHILT15,Swords_KokiriHilt15,Swords_KokiriHilt15
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L857,COSMETICS.SWORDS_KOKIRIHILT16,Swords_KokiriHilt16,Swords_KokiriHilt16
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L858,COSMETICS.SWORDS_KOKIRIHILT17,Swords_KokiriHilt17,Swords_KokiriHilt17
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L860,COSMETICS.SWORDS_KOKIRIHILT18,Swords_KokiriHilt18,Swords_KokiriHilt18
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L861,COSMETICS.SWORDS_KOKIRIHILT19,Swords_KokiriHilt19,Swords_KokiriHilt19
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L862,COSMETICS.SWORDS_KOKIRIHILT20,Swords_KokiriHilt20,Swords_KokiriHilt20
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L864,COSMETICS.SWORDS_KOKIRIHILT21,Swords_KokiriHilt21,Swords_KokiriHilt21
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L865,COSMETICS.SWORDS_KOKIRIHILT22,Swords_KokiriHilt22,Swords_KokiriHilt22
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L866,COSMETICS.SWORDS_KOKIRIHILT23,Swords_KokiriHilt23,Swords_KokiriHilt23
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L868,COSMETICS.SWORDS_KOKIRIHILT24,Swords_KokiriHilt24,Swords_KokiriHilt24
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L869,COSMETICS.SWORDS_KOKIRIHILT25,Swords_KokiriHilt25,Swords_KokiriHilt25
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L870,COSMETICS.SWORDS_KOKIRIHILT26,Swords_KokiriHilt26,Swords_KokiriHilt26
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L872,COSMETICS.SWORDS_KOKIRIHILT27,Swords_KokiriHilt27,Swords_KokiriHilt27
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L873,COSMETICS.SWORDS_KOKIRIHILT28,Swords_KokiriHilt28,Swords_KokiriHilt28
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L874,COSMETICS.SWORDS_KOKIRIHILT29,Swords_KokiriHilt29,Swords_KokiriHilt29
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L876,COSMETICS.SWORDS_KOKIRIHILT30,Swords_KokiriHilt30,Swords_KokiriHilt30
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L877,COSMETICS.SWORDS_KOKIRIHILT31,Swords_KokiriHilt31,Swords_KokiriHilt31
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L878,COSMETICS.SWORDS_KOKIRIHILT32,Swords_KokiriHilt32,Swords_KokiriHilt32
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L880,COSMETICS.SWORDS_KOKIRIHILT33,Swords_KokiriHilt33,Swords_KokiriHilt33
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L887,COSMETICS.SWORDS_MASTERBLADE1,Swords_MasterBlade1,Swords_MasterBlade1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L889,COSMETICS.SWORDS_MASTERBLADE2,Swords_MasterBlade2,Swords_MasterBlade2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L891,COSMETICS.SWORDS_MASTERBLADE3,Swords_MasterBlade3,Swords_MasterBlade3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L893,COSMETICS.SWORDS_MASTERBLADE4,Swords_MasterBlade4,Swords_MasterBlade4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L895,COSMETICS.SWORDS_MASTERBLADE5,Swords_MasterBlade5,Swords_MasterBlade5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L897,COSMETICS.SWORDS_MASTERBLADE6,Swords_MasterBlade6,Swords_MasterBlade6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L904,COSMETICS.SWORDS_MASTERHILT1,Swords_MasterHilt1,Swords_MasterHilt1
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L906,COSMETICS.SWORDS_MASTERHILT2,Swords_MasterHilt2,Swords_MasterHilt2
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L907,COSMETICS.SWORDS_MASTERHILT3,Swords_MasterHilt3,Swords_MasterHilt3
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L909,COSMETICS.SWORDS_MASTERHILT4,Swords_MasterHilt4,Swords_MasterHilt4
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L911,COSMETICS.SWORDS_MASTERHILT5,Swords_MasterHilt5,Swords_MasterHilt5
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L912,COSMETICS.SWORDS_MASTERHILT6,Swords_MasterHilt6,Swords_MasterHilt6
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L914,COSMETICS.SWORDS_MASTERHILT7,Swords_MasterHilt7,Swords_MasterHilt7
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L916,COSMETICS.SWORDS_MASTERHILT8,Swords_MasterHilt8,Swords_MasterHilt8
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L917,COSMETICS.SWORDS_MASTERHILT9,Swords_MasterHilt9,Swords_MasterHilt9
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L919,COSMETICS.SWORDS_MASTERHILT10,Swords_MasterHilt10,Swords_MasterHilt10
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L923,COSMETICS.SWORDS_MASTERHILT11,Swords_MasterHilt11,Swords_MasterHilt11
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L924,COSMETICS.SWORDS_MASTERHILT12,Swords_MasterHilt12,Swords_MasterHilt12
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L926,COSMETICS.SWORDS_MASTERHILT13,Swords_MasterHilt13,Swords_MasterHilt13
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L927,COSMETICS.SWORDS_MASTERHILT14,Swords_MasterHilt14,Swords_MasterHilt14
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L928,COSMETICS.SWORDS_MASTERHILT15,Swords_MasterHilt15,Swords_MasterHilt15
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L930,COSMETICS.SWORDS_MASTERHILT16,Swords_MasterHilt16,Swords_MasterHilt16
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L931,COSMETICS.SWORDS_MASTERHILT17,Swords_MasterHilt17,Swords_MasterHilt17
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L932,COSMETICS.SWORDS_MASTERHILT18,Swords_MasterHilt18,Swords_MasterHilt18
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L934,COSMETICS.SWORDS_MASTERHILT19,Swords_MasterHilt19,Swords_MasterHilt19
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L935,COSMETICS.SWORDS_MASTERHILT20,Swords_MasterHilt20,Swords_MasterHilt20
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L936,COSMETICS.SWORDS_MASTERHILT21,Swords_MasterHilt21,Swords_MasterHilt21
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L938,COSMETICS.SWORDS_MASTERHILT22,Swords_MasterHilt22,Swords_MasterHilt22
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L939,COSMETICS.SWORDS_MASTERHILT23,Swords_MasterHilt23,Swords_MasterHilt23
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L941,COSMETICS.SWORDS_MASTERHILT24,Swords_MasterHilt24,Swords_MasterHilt24
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L942,COSMETICS.SWORDS_MASTERHILT25,Swords_MasterHilt25,Swords_MasterHilt25
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L943,COSMETICS.SWORDS_MASTERHILT26,Swords_MasterHilt26,Swords_MasterHilt26
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L945,COSMETICS.SWORDS_MASTERHILT27,Swords_MasterHilt27,Swords_MasterHilt27
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L946,COSMETICS.SWORDS_MASTERHILT28,Swords_MasterHilt28,Swords_MasterHilt28
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L947,COSMETICS.SWORDS_MASTERHILT29,Swords_MasterHilt29,Swords_MasterHilt29
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L949,COSMETICS.SWORDS_MASTERHILT30,Swords_MasterHilt30,Swords_MasterHilt30
SOH_UI::soh::soh::Enhancements::cosmetics::CosmeticsEditor_cpp::L950,COSMETICS.SWORDS_MASTERHILT31,Swords_MasterHilt31,Swords_MasterHilt31
